"","Date","AQI","Location"
"5720",2017-12-09,119,"Karve Road"
"5721",2017-12-10,114,"Karve Road"
"5722",2017-12-11,94,"Karve Road"
"5723",2017-12-12,82,"Karve Road"
"5724",2017-12-13,75,"Karve Road"
"5725",2017-12-14,78,"Karve Road"
"5726",2017-12-15,98,"Karve Road"
"5727",2017-12-16,113,"Karve Road"
"5728",2017-12-17,129,"Karve Road"
"5729",2017-12-18,113,"Karve Road"
"5730",2017-12-19,119,"Karve Road"
"5731",2017-12-20,130,"Karve Road"
"5732",2017-12-21,117,"Karve Road"
"5733",2017-12-22,122,"Karve Road"
"5734",2017-12-23,129,"Karve Road"
"5735",2017-12-24,109,"Karve Road"
"5736",2017-12-25,103,"Karve Road"
"5737",2015-01-01,85,"Nal Stop"
"5738",2015-01-04,116,"Nal Stop"
"5739",2015-01-08,122,"Nal Stop"
"5740",2015-01-12,143,"Nal Stop"
"5741",2015-01-15,186,"Nal Stop"
"5742",2015-01-19,136,"Nal Stop"
"5743",2015-01-22,105,"Nal Stop"
"5744",2015-01-29,150,"Nal Stop"
"5745",2015-02-02,107,"Nal Stop"
"5746",2015-02-05,108,"Nal Stop"
"5747",2015-02-09,135,"Nal Stop"
"5748",2015-02-12,95,"Nal Stop"
"5749",2015-02-16,108,"Nal Stop"
"5750",2015-02-19,97,"Nal Stop"
"5751",2015-02-23,104,"Nal Stop"
"5752",2015-02-26,105,"Nal Stop"
"5753",2015-03-02,74,"Nal Stop"
"5754",2015-03-05,118,"Nal Stop"
"5755",2015-03-09,96,"Nal Stop"
"5756",2015-03-12,82,"Nal Stop"
"5757",2015-03-16,72,"Nal Stop"
"5758",2015-03-19,125,"Nal Stop"
"5759",2015-03-23,104,"Nal Stop"
"5760",2015-03-26,110,"Nal Stop"
"5761",2015-03-30,79,"Nal Stop"
"5762",2015-04-06,137,"Nal Stop"
"5763",2015-04-09,103,"Nal Stop"
"5764",2015-04-13,89,"Nal Stop"
"5765",2015-04-16,115,"Nal Stop"
"5766",2015-04-21,65,"Nal Stop"
"5767",2015-04-23,95,"Nal Stop"
"5768",2015-04-27,78,"Nal Stop"
"5769",2015-04-30,80,"Nal Stop"
"5770",2015-05-07,57,"Nal Stop"
"5771",2015-05-11,86,"Nal Stop"
"5772",2015-05-14,89,"Nal Stop"
"5773",2015-05-18,81,"Nal Stop"
"5774",2015-05-21,45,"Nal Stop"
"5775",2015-05-25,52,"Nal Stop"
"5776",2015-05-28,58,"Nal Stop"
"5777",2015-06-01,62,"Nal Stop"
"5778",2015-06-04,53,"Nal Stop"
"5779",2015-06-08,76,"Nal Stop"
"5780",2015-06-11,65,"Nal Stop"
"5781",2015-06-15,80,"Nal Stop"
"5782",2015-06-18,60,"Nal Stop"
"5783",2015-06-25,117,"Nal Stop"
"5784",2015-06-29,84,"Nal Stop"
"5785",2015-07-02,58,"Nal Stop"
"5786",2015-07-06,73,"Nal Stop"
"5787",2015-07-09,61,"Nal Stop"
"5788",2015-07-13,77,"Nal Stop"
"5789",2015-07-16,59,"Nal Stop"
"5790",2015-07-20,85,"Nal Stop"
"5791",2015-07-23,51,"Nal Stop"
"5792",2015-07-27,105,"Nal Stop"
"5793",2015-07-30,54,"Nal Stop"
"5794",2015-08-03,53,"Nal Stop"
"5795",2015-08-06,80,"Nal Stop"
"5796",2015-08-10,78,"Nal Stop"
"5797",2015-08-13,51,"Nal Stop"
"5798",2015-08-17,74,"Nal Stop"
"5799",2015-08-24,60,"Nal Stop"
"5800",2015-08-31,54,"Nal Stop"
"5801",2015-09-03,95,"Nal Stop"
"5802",2015-09-07,84,"Nal Stop"
"5803",2015-09-10,90,"Nal Stop"
"5804",2015-09-14,71,"Nal Stop"
"5805",2015-09-21,63,"Nal Stop"
"5806",2015-09-24,51,"Nal Stop"
"5807",2015-09-28,56,"Nal Stop"
"5808",2015-10-01,72,"Nal Stop"
"5809",2015-10-05,83,"Nal Stop"
"5810",2015-10-08,103,"Nal Stop"
"5811",2015-10-12,61,"Nal Stop"
"5812",2015-10-15,129,"Nal Stop"
"5813",2015-10-19,85,"Nal Stop"
"5814",2015-10-26,98,"Nal Stop"
"5815",2015-10-29,59,"Nal Stop"
"5816",2015-11-02,68,"Nal Stop"
"5817",2015-11-05,97,"Nal Stop"
"5818",2015-11-10,123,"Nal Stop"
"5819",2015-11-11,207,"Nal Stop"
"5820",2015-11-12,133,"Nal Stop"
"5821",2015-11-23,59,"Nal Stop"
"5822",2015-11-26,106,"Nal Stop"
"5823",2015-11-30,146,"Nal Stop"
"5824",2015-12-03,86,"Nal Stop"
"5825",2015-12-07,117,"Nal Stop"
"5826",2015-12-10,117,"Nal Stop"
"5827",2015-12-14,109,"Nal Stop"
"5828",2015-12-17,108,"Nal Stop"
"5829",2015-12-24,131,"Nal Stop"
"5830",2015-12-26,129,"Nal Stop"
"5831",2015-12-28,143,"Nal Stop"
"5832",2015-12-31,132,"Nal Stop"
"5833",2016-01-04,117,"Nal Stop"
"5834",2016-01-07,153,"Nal Stop"
"5835",2016-01-11,127,"Nal Stop"
"5836",2016-01-14,124,"Nal Stop"
"5837",2016-01-18,71,"Nal Stop"
"5838",2016-01-21,96,"Nal Stop"
"5839",2016-01-25,98,"Nal Stop"
"5840",2016-01-28,129,"Nal Stop"
"5841",2016-02-01,162,"Nal Stop"
"5842",2016-02-04,111,"Nal Stop"
"5843",2016-02-08,106,"Nal Stop"
"5844",2016-02-11,111,"Nal Stop"
"5845",2016-02-15,117,"Nal Stop"
"5846",2016-02-18,116,"Nal Stop"
"5847",2016-02-22,125,"Nal Stop"
"5848",2016-02-25,135,"Nal Stop"
"5849",2016-02-29,113,"Nal Stop"
"5850",2016-03-03,97,"Nal Stop"
"5851",2016-03-07,94,"Nal Stop"
"5852",2016-03-10,101,"Nal Stop"
"5853",2016-03-14,90,"Nal Stop"
"5854",2016-03-17,101,"Nal Stop"
"5855",2016-03-21,141,"Nal Stop"
"5856",2016-03-24,99,"Nal Stop"
"5857",2016-03-27,86,"Nal Stop"
"5858",2016-03-31,84,"Nal Stop"
"5859",2016-04-04,78,"Nal Stop"
"5860",2016-04-07,83,"Nal Stop"
"5861",2016-04-11,88,"Nal Stop"
"5862",2016-04-18,74,"Nal Stop"
"5863",2016-04-21,90,"Nal Stop"
"5864",2016-04-25,101,"Nal Stop"
"5865",2016-04-28,187,"Nal Stop"
"5866",2016-05-02,84,"Nal Stop"
"5867",2016-05-05,70,"Nal Stop"
"5868",2016-05-09,98,"Nal Stop"
"5869",2016-05-12,62,"Nal Stop"
"5870",2016-05-16,65,"Nal Stop"
"5871",2016-05-22,81,"Nal Stop"
"5872",2016-05-24,56,"Nal Stop"
"5873",2016-05-26,70,"Nal Stop"
"5874",2016-05-30,94,"Nal Stop"
"5875",2016-06-02,60,"Nal Stop"
"5876",2016-06-06,76,"Nal Stop"
"5877",2016-06-09,70,"Nal Stop"
"5878",2016-06-13,111,"Nal Stop"
"5879",2016-06-16,114,"Nal Stop"
"5880",2016-06-20,147,"Nal Stop"
"5881",2016-06-23,89,"Nal Stop"
"5882",2016-06-27,274,"Nal Stop"
"5883",2016-06-30,290,"Nal Stop"
"5884",2016-07-04,139,"Nal Stop"
"5885",2016-07-07,145,"Nal Stop"
"5886",2016-07-11,137,"Nal Stop"
"5887",2016-07-14,121,"Nal Stop"
"5888",2016-07-18,128,"Nal Stop"
"5889",2016-07-21,104,"Nal Stop"
"5890",2016-07-25,58,"Nal Stop"
"5891",2016-07-28,55,"Nal Stop"
"5892",2016-08-01,63,"Nal Stop"
"5893",2016-09-12,111,"Nal Stop"
"5894",2016-09-15,86,"Nal Stop"
"5895",2016-09-19,107,"Nal Stop"
"5896",2016-09-22,47,"Nal Stop"
"5897",2016-09-26,66,"Nal Stop"
"5898",2016-09-29,71,"Nal Stop"
"5899",2016-10-03,60,"Nal Stop"
"5900",2016-10-06,56,"Nal Stop"
"5901",2016-10-10,70,"Nal Stop"
"5902",2016-10-13,72,"Nal Stop"
"5903",2016-10-17,145,"Nal Stop"
"5904",2016-10-24,75,"Nal Stop"
"5905",2016-10-28,113,"Nal Stop"
"5906",2016-10-29,102,"Nal Stop"
"5907",2016-10-30,229,"Nal Stop"
"5908",2016-10-31,166,"Nal Stop"
"5909",2016-11-14,122,"Nal Stop"
"5910",2016-11-17,110,"Nal Stop"
"5911",2016-11-21,117,"Nal Stop"
"5912",2016-11-24,143,"Nal Stop"
"5913",2016-11-28,159,"Nal Stop"
"5914",2016-12-01,158,"Nal Stop"
"5915",2016-12-05,147,"Nal Stop"
"5916",2016-12-08,133,"Nal Stop"
"5917",2016-12-12,143,"Nal Stop"
"5918",2016-12-15,143,"Nal Stop"
"5919",2016-12-19,131,"Nal Stop"
"5920",2016-12-22,129,"Nal Stop"
"5921",2016-12-26,127,"Nal Stop"
"5922",2016-12-29,152,"Nal Stop"
"5923",2017-01-02,128,"Nal Stop"
"5924",2017-01-05,143,"Nal Stop"
"5925",2017-01-09,110,"Nal Stop"
"5926",2017-01-12,223,"Nal Stop"
"5927",2017-01-16,126,"Nal Stop"
"5928",2017-01-19,139,"Nal Stop"
"5929",2017-01-23,131,"Nal Stop"
"5930",2017-02-02,133,"Nal Stop"
"5931",2017-02-06,122,"Nal Stop"
"5932",2017-02-09,114,"Nal Stop"
"5933",2017-02-13,133,"Nal Stop"
"5934",2017-02-16,149,"Nal Stop"
"5935",2017-02-20,121,"Nal Stop"
"5936",2017-02-23,115,"Nal Stop"
"5937",2017-02-27,131,"Nal Stop"
"5938",2017-03-07,101,"Nal Stop"
"5939",2017-03-09,71,"Nal Stop"
"5940",2017-03-15,110,"Nal Stop"
"5941",2017-03-20,101,"Nal Stop"
"5942",2017-03-23,107,"Nal Stop"
"5943",2017-03-27,118,"Nal Stop"
"5944",2017-03-30,125,"Nal Stop"
"5945",2017-04-06,105,"Nal Stop"
"5946",2017-04-08,109,"Nal Stop"
"5947",2017-04-10,137,"Nal Stop"
"5948",2017-04-13,111,"Nal Stop"
"5949",2017-04-17,137,"Nal Stop"
"5950",2017-04-20,115,"Nal Stop"
"5951",2017-04-24,91,"Nal Stop"
"5952",2017-04-27,78,"Nal Stop"
"5953",2017-05-04,88,"Nal Stop"
"5954",2017-05-08,124,"Nal Stop"
"5955",2017-05-11,94,"Nal Stop"
"5956",2017-05-15,85,"Nal Stop"
"5957",2017-05-18,103,"Nal Stop"
"5958",2017-05-22,71,"Nal Stop"
"5959",2017-05-25,90,"Nal Stop"
"5960",2017-05-29,75,"Nal Stop"
"5961",2017-06-01,71,"Nal Stop"
"5962",2017-06-04,81,"Nal Stop"
"5963",2017-06-08,78,"Nal Stop"
"5964",2017-06-13,91,"Nal Stop"
"5965",2017-06-15,86,"Nal Stop"
"5966",2017-06-19,45,"Nal Stop"
"5967",2017-06-22,38,"Nal Stop"
"5968",2017-06-29,34,"Nal Stop"
"5969",2017-07-10,69,"Nal Stop"
"5970",2017-07-13,63,"Nal Stop"
"5971",2017-07-17,67,"Nal Stop"
"5972",2017-07-20,50,"Nal Stop"
"5973",2017-07-31,73,"Nal Stop"
"5974",2017-08-03,71,"Nal Stop"
"5975",2017-08-07,100,"Nal Stop"
"5976",2017-08-10,69,"Nal Stop"
"5977",2017-08-14,50,"Nal Stop"
"5978",2017-08-17,70,"Nal Stop"
"5979",2017-08-21,96,"Nal Stop"
"5980",2017-08-24,64,"Nal Stop"
"5981",2017-08-28,79,"Nal Stop"
"5982",2017-09-04,66,"Nal Stop"
"5983",2017-09-07,113,"Nal Stop"
"5984",2017-09-11,50,"Nal Stop"
"5985",2017-09-14,76,"Nal Stop"
"5986",2017-09-18,100,"Nal Stop"
"5987",2017-09-21,48,"Nal Stop"
"5988",2017-09-25,85,"Nal Stop"
"5989",2017-10-05,112,"Nal Stop"
"5990",2017-10-09,64,"Nal Stop"
"5991",2017-10-12,98,"Nal Stop"
"5992",2017-10-16,84,"Nal Stop"
"5993",2017-10-18,108,"Nal Stop"
"5994",2017-10-19,171,"Nal Stop"
"5995",2017-10-20,116,"Nal Stop"
"5996",2017-10-21,109,"Nal Stop"
"5997",2017-10-23,91,"Nal Stop"
"5998",2017-10-26,101,"Nal Stop"
"5999",2017-10-30,117,"Nal Stop"
"6000",2017-11-09,103,"Nal Stop"
"6001",2017-11-13,107,"Nal Stop"
"6002",2017-11-16,129,"Nal Stop"
"6003",2017-11-20,120,"Nal Stop"
"6004",2017-11-23,116,"Nal Stop"
"6005",2017-11-27,121,"Nal Stop"
"6006",2017-11-30,142,"Nal Stop"
"6007",2017-12-04,119,"Nal Stop"
"6008",2017-12-07,117,"Nal Stop"
"6009",2017-12-11,111,"Nal Stop"
"6010",2017-12-21,266,"Nal Stop"
"6011",2017-12-25,142,"Nal Stop"
"6012",2015-01-03,135,"Swargate"
"6013",2015-01-07,138,"Swargate"
"6014",2015-01-10,136,"Swargate"
"6015",2015-01-14,135,"Swargate"
"6016",2015-01-18,141,"Swargate"
"6017",2015-01-21,124,"Swargate"
"6018",2015-01-24,121,"Swargate"
"6019",2015-01-28,187,"Swargate"
"6020",2015-01-31,144,"Swargate"
"6021",2015-02-04,126,"Swargate"
"6022",2015-02-07,127,"Swargate"
"6023",2015-02-11,104,"Swargate"
"6024",2015-02-14,149,"Swargate"
"6025",2015-02-18,103,"Swargate"
"6026",2015-02-25,105,"Swargate"
"6027",2015-02-28,77,"Swargate"
"6028",2015-03-01,95,"Swargate"
"6029",2015-03-04,112,"Swargate"
"6030",2015-03-06,117,"Swargate"
"6031",2015-03-14,93,"Swargate"
"6032",2015-03-18,101,"Swargate"
"6033",2015-03-25,112,"Swargate"
"6034",2015-04-01,101,"Swargate"
"6035",2015-04-04,78,"Swargate"
"6036",2015-04-08,97,"Swargate"
"6037",2015-04-11,75,"Swargate"
"6038",2015-04-15,100,"Swargate"
"6039",2015-04-18,84,"Swargate"
"6040",2015-04-22,88,"Swargate"
"6041",2015-04-24,112,"Swargate"
"6042",2015-04-29,172,"Swargate"
"6043",2015-05-02,79,"Swargate"
"6044",2015-05-06,77,"Swargate"
"6045",2015-05-09,93,"Swargate"
"6046",2015-05-13,147,"Swargate"
"6047",2015-05-16,62,"Swargate"
"6048",2015-05-20,195,"Swargate"
"6049",2015-05-23,126,"Swargate"
"6050",2015-05-27,72,"Swargate"
"6051",2015-05-30,78,"Swargate"
"6052",2015-06-03,62,"Swargate"
"6053",2015-06-06,91,"Swargate"
"6054",2015-06-10,36,"Swargate"
"6055",2015-06-13,39,"Swargate"
"6056",2015-06-17,84,"Swargate"
"6057",2015-06-20,37,"Swargate"
"6058",2015-06-24,50,"Swargate"
"6059",2015-07-04,39,"Swargate"
"6060",2015-07-08,76,"Swargate"
"6061",2015-07-11,121,"Swargate"
"6062",2015-07-15,61,"Swargate"
"6063",2015-07-22,54,"Swargate"
"6064",2015-07-25,41,"Swargate"
"6065",2015-07-29,36,"Swargate"
"6066",2015-08-10,30,"Swargate"
"6067",2015-08-12,45,"Swargate"
"6068",2015-08-15,36,"Swargate"
"6069",2015-08-26,40,"Swargate"
"6070",2015-08-29,38,"Swargate"
"6071",2015-09-02,50,"Swargate"
"6072",2015-09-05,68,"Swargate"
"6073",2015-09-10,170,"Swargate"
"6074",2015-09-12,64,"Swargate"
"6075",2015-09-16,59,"Swargate"
"6076",2015-09-19,35,"Swargate"
"6077",2015-09-23,80,"Swargate"
"6078",2015-09-26,68,"Swargate"
"6079",2015-10-03,54,"Swargate"
"6080",2015-10-07,115,"Swargate"
"6081",2015-10-10,62,"Swargate"
"6082",2015-10-14,133,"Swargate"
"6083",2015-10-17,140,"Swargate"
"6084",2015-10-21,95,"Swargate"
"6085",2015-10-24,74,"Swargate"
"6086",2015-10-28,110,"Swargate"
"6087",2015-10-31,191,"Swargate"
"6088",2015-11-05,117,"Swargate"
"6089",2015-11-07,119,"Swargate"
"6090",2015-11-10,143,"Swargate"
"6091",2015-11-11,177,"Swargate"
"6092",2015-11-12,149,"Swargate"
"6093",2015-11-25,162,"Swargate"
"6094",2015-11-28,236,"Swargate"
"6095",2015-12-05,142,"Swargate"
"6096",2015-12-09,157,"Swargate"
"6097",2015-12-12,110,"Swargate"
"6098",2015-12-17,141,"Swargate"
"6099",2015-12-19,125,"Swargate"
"6100",2015-12-20,103,"Swargate"
"6101",2015-12-23,120,"Swargate"
"6102",2015-12-26,151,"Swargate"
"6103",2015-12-30,153,"Swargate"
"6104",2016-01-02,148,"Swargate"
"6105",2016-01-06,150,"Swargate"
"6106",2016-01-09,123,"Swargate"
"6107",2016-01-13,115,"Swargate"
"6108",2016-01-16,68,"Swargate"
"6109",2016-01-20,133,"Swargate"
"6110",2016-01-23,156,"Swargate"
"6111",2016-01-27,139,"Swargate"
"6112",2016-01-30,149,"Swargate"
"6113",2016-02-03,110,"Swargate"
"6114",2016-02-06,79,"Swargate"
"6115",2016-02-10,103,"Swargate"
"6116",2016-02-13,99,"Swargate"
"6117",2016-02-17,102,"Swargate"
"6118",2016-02-21,109,"Swargate"
"6119",2016-02-24,96,"Swargate"
"6120",2016-02-26,131,"Swargate"
"6121",2016-03-02,160,"Swargate"
"6122",2016-03-05,118,"Swargate"
"6123",2016-03-09,139,"Swargate"
"6124",2016-03-12,110,"Swargate"
"6125",2016-03-16,86,"Swargate"
"6126",2016-03-19,112,"Swargate"
"6127",2016-03-23,134,"Swargate"
"6128",2016-03-30,108,"Swargate"
"6129",2016-04-02,76,"Swargate"
"6130",2016-04-06,103,"Swargate"
"6131",2016-04-09,107,"Swargate"
"6132",2016-04-13,82,"Swargate"
"6133",2016-04-16,79,"Swargate"
"6134",2016-04-20,71,"Swargate"
"6135",2016-04-23,64,"Swargate"
"6136",2016-04-27,107,"Swargate"
"6137",2016-04-30,67,"Swargate"
"6138",2016-05-02,53,"Swargate"
"6139",2016-05-11,76,"Swargate"
"6140",2016-05-14,66,"Swargate"
"6141",2016-05-18,55,"Swargate"
"6142",2016-05-21,60,"Swargate"
"6143",2016-05-25,43,"Swargate"
"6144",2016-05-28,60,"Swargate"
"6145",2016-06-01,59,"Swargate"
"6146",2016-06-04,61,"Swargate"
"6147",2016-06-08,46,"Swargate"
"6148",2016-06-10,93,"Swargate"
"6149",2016-06-15,79,"Swargate"
"6150",2016-06-17,52,"Swargate"
"6151",2016-06-22,133,"Swargate"
"6152",2016-06-25,240,"Swargate"
"6153",2016-06-29,336,"Swargate"
"6154",2016-07-02,162,"Swargate"
"6155",2016-07-10,163,"Swargate"
"6156",2016-07-13,110,"Swargate"
"6157",2016-07-16,110,"Swargate"
"6158",2016-07-20,68,"Swargate"
"6159",2016-07-23,43,"Swargate"
"6160",2016-07-27,48,"Swargate"
"6161",2016-07-30,57,"Swargate"
"6162",2016-08-06,64,"Swargate"
"6163",2016-08-10,85,"Swargate"
"6164",2016-08-13,45,"Swargate"
"6165",2016-08-20,54,"Swargate"
"6166",2016-08-24,101,"Swargate"
"6167",2016-08-27,45,"Swargate"
"6168",2016-08-31,56,"Swargate"
"6169",2016-09-03,58,"Swargate"
"6170",2016-09-07,58,"Swargate"
"6171",2016-09-10,123,"Swargate"
"6172",2016-09-17,55,"Swargate"
"6173",2016-09-21,139,"Swargate"
"6174",2016-09-24,61,"Swargate"
"6175",2016-09-28,96,"Swargate"
"6176",2016-10-01,41,"Swargate"
"6177",2016-10-05,50,"Swargate"
"6178",2016-10-08,64,"Swargate"
"6179",2016-10-12,84,"Swargate"
"6180",2016-10-15,103,"Swargate"
"6181",2016-10-19,116,"Swargate"
"6182",2016-10-22,113,"Swargate"
"6183",2016-10-26,131,"Swargate"
"6184",2016-10-29,153,"Swargate"
"6185",2016-10-30,252,"Swargate"
"6186",2016-10-31,199,"Swargate"
"6187",2016-11-09,135,"Swargate"
"6188",2016-11-16,164,"Swargate"
"6189",2016-11-19,159,"Swargate"
"6190",2016-11-23,174,"Swargate"
"6191",2016-11-26,170,"Swargate"
"6192",2016-11-30,221,"Swargate"
"6193",2016-12-03,191,"Swargate"
"6194",2016-12-07,191,"Swargate"
"6195",2016-12-10,156,"Swargate"
"6196",2016-12-14,159,"Swargate"
"6197",2016-12-17,176,"Swargate"
"6198",2016-12-21,185,"Swargate"
"6199",2016-12-23,183,"Swargate"
"6200",2016-12-28,214,"Swargate"
"6201",2016-12-31,193,"Swargate"
"6202",2017-01-04,153,"Swargate"
"6203",2017-01-07,121,"Swargate"
"6204",2017-01-11,175,"Swargate"
"6205",2017-01-14,130,"Swargate"
"6206",2017-01-18,165,"Swargate"
"6207",2017-02-01,141,"Swargate"
"6208",2017-02-04,137,"Swargate"
"6209",2017-02-08,185,"Swargate"
"6210",2017-02-11,104,"Swargate"
"6211",2017-02-23,199,"Swargate"
"6212",2017-02-25,182,"Swargate"
"6213",2017-03-01,144,"Swargate"
"6214",2017-03-04,121,"Swargate"
"6215",2017-03-08,101,"Swargate"
"6216",2017-03-11,76,"Swargate"
"6217",2017-03-13,103,"Swargate"
"6218",2017-03-18,90,"Swargate"
"6219",2017-03-22,108,"Swargate"
"6220",2017-03-25,117,"Swargate"
"6221",2017-03-28,96,"Swargate"
"6222",2017-04-01,111,"Swargate"
"6223",2017-04-05,69,"Swargate"
"6224",2017-04-08,138,"Swargate"
"6225",2017-04-12,111,"Swargate"
"6226",2017-04-15,93,"Swargate"
"6227",2017-04-19,71,"Swargate"
"6228",2017-04-22,62,"Swargate"
"6229",2017-04-26,102,"Swargate"
"6230",2017-04-29,91,"Swargate"
"6231",2017-05-03,80,"Swargate"
"6232",2017-05-06,95,"Swargate"
"6233",2017-05-13,132,"Swargate"
"6234",2017-05-17,65,"Swargate"
"6235",2017-05-20,111,"Swargate"
"6236",2017-05-27,59,"Swargate"
"6237",2017-05-31,74,"Swargate"
"6238",2017-06-03,90,"Swargate"
"6239",2017-06-07,98,"Swargate"
"6240",2017-06-10,78,"Swargate"
"6241",2017-06-14,115,"Swargate"
"6242",2017-06-17,78,"Swargate"
"6243",2017-06-21,40,"Swargate"
"6244",2017-06-28,74,"Swargate"
"6245",2017-07-01,49,"Swargate"
"6246",2017-07-05,54,"Swargate"
"6247",2017-07-08,70,"Swargate"
"6248",2017-07-12,40,"Swargate"
"6249",2017-07-15,56,"Swargate"
"6250",2017-07-19,60,"Swargate"
"6251",2017-07-26,58,"Swargate"
"6252",2017-07-29,69,"Swargate"
"6253",2017-08-02,45,"Swargate"
"6254",2017-08-05,53,"Swargate"
"6255",2017-08-09,35,"Swargate"
"6256",2017-08-12,25,"Swargate"
"6257",2017-08-16,69,"Swargate"
"6258",2017-08-19,49,"Swargate"
"6259",2017-08-23,40,"Swargate"
"6260",2017-09-02,68,"Swargate"
"6261",2017-09-09,106,"Swargate"
"6262",2017-09-13,61,"Swargate"
"6263",2017-09-16,44,"Swargate"
"6264",2017-09-23,41,"Swargate"
"6265",2017-09-27,59,"Swargate"
"6266",2017-10-05,109,"Swargate"
"6267",2017-10-06,64,"Swargate"
"6268",2017-10-11,54,"Swargate"
"6269",2017-10-14,83,"Swargate"
"6270",2017-10-19,180,"Swargate"
"6271",2017-10-20,80,"Swargate"
"6272",2017-10-21,77,"Swargate"
"6273",2017-10-25,130,"Swargate"
"6274",2017-10-29,120,"Swargate"
"6275",2017-11-01,123,"Swargate"
"6276",2017-11-08,119,"Swargate"
"6277",2017-11-11,129,"Swargate"
"6278",2017-11-22,193,"Swargate"
"6279",2017-11-29,168,"Swargate"
"6280",2017-12-02,132,"Swargate"
"6281",2017-12-06,104,"Swargate"
"6282",2017-12-09,122,"Swargate"
"6283",2017-12-20,139,"Swargate"
"6284",2017-12-23,137,"Swargate"
"6285",2017-12-27,159,"Swargate"
"6286",2017-12-30,169,"Swargate"
"6287",2015-01-02,123,"Bhosari"
"6288",2015-01-06,140,"Bhosari"
"6289",2015-01-09,195,"Bhosari"
"6290",2015-01-13,192,"Bhosari"
"6291",2015-01-16,163,"Bhosari"
"6292",2015-01-20,185,"Bhosari"
"6293",2015-01-23,145,"Bhosari"
"6294",2015-01-27,152,"Bhosari"
"6295",2015-01-30,145,"Bhosari"
"6296",2015-02-03,139,"Bhosari"
"6297",2015-02-06,139,"Bhosari"
"6298",2015-02-10,147,"Bhosari"
"6299",2015-02-13,107,"Bhosari"
"6300",2015-02-17,121,"Bhosari"
"6301",2015-02-20,127,"Bhosari"
"6302",2015-02-24,137,"Bhosari"
"6303",2015-02-27,109,"Bhosari"
"6304",2015-03-03,144,"Bhosari"
"6305",2015-03-06,119,"Bhosari"
"6306",2015-03-13,153,"Bhosari"
"6307",2015-03-17,91,"Bhosari"
"6308",2015-03-20,119,"Bhosari"
"6309",2015-03-24,125,"Bhosari"
"6310",2015-03-27,123,"Bhosari"
"6311",2015-03-31,91,"Bhosari"
"6312",2015-04-03,64,"Bhosari"
"6313",2015-04-07,75,"Bhosari"
"6314",2015-04-10,159,"Bhosari"
"6315",2015-04-14,129,"Bhosari"
"6316",2015-04-17,123,"Bhosari"
"6317",2015-04-21,91,"Bhosari"
"6318",2015-04-24,103,"Bhosari"
"6319",2015-04-28,90,"Bhosari"
"6320",2015-05-02,55,"Bhosari"
"6321",2015-05-05,102,"Bhosari"
"6322",2015-05-08,76,"Bhosari"
"6323",2015-05-12,157,"Bhosari"
"6324",2015-05-15,122,"Bhosari"
"6325",2015-05-19,81,"Bhosari"
"6326",2015-05-22,74,"Bhosari"
"6327",2015-05-26,54,"Bhosari"
"6328",2015-06-02,55,"Bhosari"
"6329",2015-06-05,58,"Bhosari"
"6330",2015-06-09,36,"Bhosari"
"6331",2015-06-13,39,"Bhosari"
"6332",2015-06-16,72,"Bhosari"
"6333",2015-06-19,49,"Bhosari"
"6334",2015-06-23,44,"Bhosari"
"6335",2015-06-26,69,"Bhosari"
"6336",2015-06-30,47,"Bhosari"
"6337",2015-07-03,40,"Bhosari"
"6338",2015-07-07,48,"Bhosari"
"6339",2015-07-10,31,"Bhosari"
"6340",2015-07-14,58,"Bhosari"
"6341",2015-07-17,74,"Bhosari"
"6342",2015-07-21,63,"Bhosari"
"6343",2015-07-24,40,"Bhosari"
"6344",2015-07-28,75,"Bhosari"
"6345",2015-07-31,75,"Bhosari"
"6346",2015-08-04,55,"Bhosari"
"6347",2015-08-07,86,"Bhosari"
"6348",2015-08-11,75,"Bhosari"
"6349",2015-08-14,51,"Bhosari"
"6350",2015-08-18,61,"Bhosari"
"6351",2015-08-25,48,"Bhosari"
"6352",2015-08-28,60,"Bhosari"
"6353",2015-09-01,66,"Bhosari"
"6354",2015-09-04,50,"Bhosari"
"6355",2015-09-08,91,"Bhosari"
"6356",2015-09-11,101,"Bhosari"
"6357",2015-09-15,53,"Bhosari"
"6358",2015-09-18,48,"Bhosari"
"6359",2015-09-22,40,"Bhosari"
"6360",2015-09-25,49,"Bhosari"
"6361",2015-09-29,44,"Bhosari"
"6362",2015-10-02,68,"Bhosari"
"6363",2015-10-06,62,"Bhosari"
"6364",2015-10-09,44,"Bhosari"
"6365",2015-10-13,60,"Bhosari"
"6366",2015-10-16,126,"Bhosari"
"6367",2015-10-20,54,"Bhosari"
"6368",2015-10-23,129,"Bhosari"
"6369",2015-10-27,111,"Bhosari"
"6370",2015-10-30,60,"Bhosari"
"6371",2015-11-03,85,"Bhosari"
"6372",2015-11-06,120,"Bhosari"
"6373",2015-11-10,109,"Bhosari"
"6374",2015-11-11,115,"Bhosari"
"6375",2015-11-18,108,"Bhosari"
"6376",2015-11-21,74,"Bhosari"
"6377",2015-11-24,68,"Bhosari"
"6378",2015-11-27,144,"Bhosari"
"6379",2015-12-01,143,"Bhosari"
"6380",2015-12-05,167,"Bhosari"
"6381",2015-12-08,133,"Bhosari"
"6382",2015-12-12,110,"Bhosari"
"6383",2015-12-15,124,"Bhosari"
"6384",2015-12-18,149,"Bhosari"
"6385",2015-12-22,128,"Bhosari"
